,path,language,sentence
1462,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0040.mp3,ind,tentoe pentjoeri itoe ta  akan dapat menjemboenikan diri lagi
1463,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0041.mp3,ind,andrew stuartpoen bertanja poela
1464,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0043.mp3,ind,gauthier ralph mendjawab dengan moeka asam
1465,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0044.mp3,ind,jang mengambil oeang itoe sebenarnja boekan pentjoeri
1466,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0045.mp3,ind,apa boekan pentjoeri jang melarikan oeang kertas jang lima poeloeh lima riboe pond sterling banjaknja itoe
1467,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0046.mp3,ind,djawab ralph  boekan    orang jang toeroet berdjoeal beli dipasarkah ia barangkali
1468,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0047.mp3,ind,soerat chabar morning chronicle berani mengatakan  bahwa pentjoeri itoe orang baik baik djoega
1469,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0048.mp3,ind,kata phileas fogg dengan mengoeloerkan kepalanja sebentar dibelakang timboenan soerat kabar jang terletak dimédja dimoekanja
1470,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0049.mp3,ind,adapoen hal ketjoerian jang dipertjakapkan orang dan jang termoeat dalam soerat soerat kabar pada seloeroeh tanah inggeris itoe
1471,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0050.mp3,ind,terdjadi pada dua puluh sembilan hari boelan september
1472,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0051.mp3,ind,maka jang hilang itoe seikat oeang kertas bernilai lima poeloeh riboe pond sterling dan lenjapnja dimédja toean boekhouder no
1473,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0052.mp3,ind,satu dari kantor bank inggeris
1474,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0053.mp3,ind,banjak orang merasa héran bagaimana pentjoerian jang sematjam itoe dapat berlakoe
1475,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0054.mp3,ind,akan tetapi gauthier ralph
1476,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0055.mp3,ind,onderdirecteur bank itoe memberi keterangan
1477,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0056.mp3,ind,bahwa pada waktoe ketjoerian itoe kasir kebetoelan tengah memasoekkan sepoetjoek soerat kwitantie kedalam kitab besar
1478,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0058.mp3,ind,lain dari pada itoe orang sesoenggoehnja ta  boléh lengah begitoe
1479,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0059.mp3,ind,karena kantor bank inggeris itoe terlaloe pertjaja kepada semoea orang  misalnja
1480,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0060.mp3,ind,disitoe ta  ada seorang opaspoen
1481,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0061.mp3,ind,dan kantor itoe ta  berpagar besi djoega  dan lagi pendjagaan ta  ada
1482,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0062.mp3,ind,oeang dan barang emas dan pérak dan oeang kertas itoe
1483,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0063.mp3,ind,semoeanja tampaklah dan seolah olah telah disediakan bagi seorang manapoen jang datang terdahoeloe
1484,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0064.mp3,ind,maka pikiran pengoeroes bank itoe
1485,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0065.mp3,ind,orangpoen haroeslah menaroeh kepertjajaan djoega kepada kebersihan hati siapa jang datang kesitoe
1486,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0066.mp3,ind,adalah seorang jang soedah pandai dalam  adat isti adat orang inggeris
1487,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0067.mp3,ind,mentjeriterakan hal kepertjajaan bank itoe kepada orang banjak  demikianlah
1488,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0068.mp3,ind,pada soeatoe hari adalah dalam bank inggeris itoe terletak dimédja kassier sepotong emas jang beratnja lebih koerang enam hingga delapan pond
1489,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0069.mp3,ind,maka ia ingin sekali melihat dengan terang akan emas jang sebesar itoe
1490,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0070.mp3,ind,laloe diambilnjalah akan emas itoe dari atas médja kassier
1491,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0071.mp3,ind,dilihatnja seterang terangnja
1492,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0072.mp3,ind,habis itoe laloe diberikannja kepada teman temannja jang ingin djoega melihatnja
1493,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0073.mp3,ind,itoe terdjadi bertoeroet toeroet
1494,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0074.mp3,ind,sehingga emas itoe sampai ketempat jang gelap jang djoega banjak orang jang ingin melihatnja
1495,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0075.mp3,ind,meskipoen demikian kembalilah lagi emas itoe beloem selang setengah djam lamanja kemédja kassier
1496,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0076.mp3,ind,sedang orang itoe ta  tahoe sekali kali jang emas itoe soedah ditangan orang banjak
1497,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0077.mp3,ind,tetapi pada tanggal dua puluh sembilan september tiadalah sedemikian halnja
1498,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0078.mp3,ind,ikatan oeang kertas terseboet diatas itoe tiada kembali lagi
1499,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0079.mp3,ind,dan ketika lontjéng jang didekat beroemboeng perapian itoe berboenji lima kali
1500,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0080.mp3,ind,jaitoe waktoenja akan menoetoep bank
1501,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0082.mp3,ind,bahwa bank itoe kehilangan oeang lima poeloeh lima riboe pond sterling banjaknja
1502,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0084.mp3,ind,maka dipanggilnjalah beberapa orang detectief
1503,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0085.mp3,ind,jaitoe pegawai pegawai polisi jang tjerdik
1504,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0086.mp3,ind,akan disoeroeh mentjari keterangan di liverpool
1505,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0087.mp3,ind,glasgow  havre  suez  brindisi  new jork dan tempat lain lain  dengan perdjandjian
1506,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0088.mp3,ind,apabila meréka itoe dapat menangkap pentjoerinja
1507,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0089.mp3,ind,maka akan diterimanja hadiah doea riboe pond ditambah lima persén dari pada oeang jang masih ditangan pentjoeri itoe
1508,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0090.mp3,ind,sebeloemnja diperoléhnja keterangan keterangan dari pada pemeriksaan jang lagi dilakoekan
1509,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0091.mp3,ind,maka detectief detectief itoepoen dapat perintah akan mengamat amati dan menjelidiki sekalian orang orang jang pergi datang pada sesoeatoe tempat
1510,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0092.mp3,ind,setengah orang berpikir
1511,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0093.mp3,ind,bahwa pentjoeri bank inggeris itoe boekanlah anggota perserikatan perserikan pendjahat ditanah inggeris
1512,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0094.mp3,ind,pada dua puluh sembilan hari boelan september itoe datanglah seorang bangsawan dikantor pembajaran oeang dalam bank inggeris itoe
1513,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0095.mp3,ind,dari sebab orang dapat
1514,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0096.mp3,ind,memberi keterangan sedikit bagaimana matjam dan tanda tanda ditoeboeh toean bangsawan itoe
1515,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0097.mp3,ind,maka sekalian detectiefpoen diberi tahoe akan hal tanda tanda itoe
1516,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0098.mp3,ind,oléh sebab itoe banjaklah orang
1517,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0099.mp3,ind,jang ta  poetoes asa dan meréka itoe menjangka
1518,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0100.mp3,ind,bahwa si pentjoeri ta  akan dapat melarikan diri lagi
1519,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0101.mp3,ind,adapoen pentjoerian itoe djadi boeah toetoer oranglah dalam segala pertjakapan pertjakapan dikota london dan seloeroeh keradjaan inggeris
1520,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0102.mp3,ind,maka pentjoerian itoe banjak kali menjebabkan perbantahan antara orang orang jang pertjaja dan jang tiada pertjaja akan tertangkapnja si pentjoeri itoe oléh polisi dikota london
1521,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0103.mp3,ind,itoelah sebabnja jang menghérankan orang djoega
1522,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0104.mp3,ind,bahwa lid lid reform club toeroet tjampoer djoea dalam pertjakapan hal pentjoerian itoe
1523,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0105.mp3,ind,lebih lebih katena seorang antara onderdirecteur onderdirecteur bank inggeris itoe ada jang mendjadi anggota reform club itoe
1524,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0107.mp3,ind,bahwa hadiah jang didjandjikan kepada si penangkap itoe haroes dibesarkan poela
1525,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0108.mp3,ind,soepaja menambah kekoeatan daja oepaja polisi
1526,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0110.mp3,ind,menjebabkan polisi soenggoeh soenggoeh dan teliti mentjahari si pentjoeri
1527,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0111.mp3,ind,akan tetapi teman toean itoe jaitoe andrew stuart sekali kali ta  pertjaja seperti gauthier ralph
1528,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0112.mp3,ind,maka perselisihan pikiran itoe landjoetlah dibitjarakan pada waktoe main whist antara toean stuart
1529,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0114.mp3,ind,maka dalam permainan itoe ta  mengeloearkan sepatah katapoen
1530,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0115.mp3,ind,akan tetapi pada waktoe bermain robber maka perbantahan pikiran itoe dimoelai poela dengan keras
1531,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0116.mp3,ind,andrew stuart berkata
1532,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0117.mp3,ind,pikiran saja tetap
1533,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0118.mp3,ind,bahwa pentjoeri itoe banjak pengharapan akan mendapat selamat melenjapkan dirinja
1534,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0119.mp3,ind,sebab dia tentoelah seorang jang amat tjerdik
1535,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0120.mp3,ind,ralphpoen mendjawab
1536,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0121.mp3,ind,ah mana boléh dimana djoega si pentjoeri itoe  ta  akan dapat menjemboenjikan dirinja hingga ta  diketahoei orang
1537,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0122.mp3,ind,wah  bagoes benar pendapatan toean itoe
1538,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0123.mp3,ind,kemanakah gerangan pendjahat itoe akan pergi
1539,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0124.mp3,ind,djawab andrew stuart
1540,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0125.mp3,ind,saja ta  dapat menjangka kemana pendjahat itoe akan pergi
1541,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0126.mp3,ind,tetapi saja ma loem jang doenia ini amat loeas akan tempat persemboenjian seorang diri dengan selamat
1542,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0127.mp3,ind,maka phileas fogg berkata dengan keras sedikit
1543,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0129.mp3,ind,tetapi sekarang mendjadi sempit
1544,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0130.mp3,ind,sambil menjorongkan tamboenan kartoe kepada thomas flanagan  serta katanja
1545,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0131.mp3,ind,hendaklah toean koepir
1546,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0132.mp3,ind,pada waktoe robber maka pertjakapan itoe tiada dilandjoetkan lagi
1547,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0133.mp3,ind,akan tetapi ta  berapa lamanja andrew stuartpoen berkata
1548,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0134.mp3,ind,hai toean fogg  bagaimanakah arti kata toean  soedah djadi ketjillah doenia ini sekarang
1549,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0135.mp3,ind,maka djawab gauthier ralph
1550,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0136.mp3,ind,mémang benar perkataan toean fogg
1551,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0137.mp3,ind,bahwa doenia lebih ketjil
1552,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0138.mp3,ind,karena sekarang orang dapat mengelilinginja lipat sepoeloeh tjepatnja dari pada sepoeloeh tahoen jang laloe
1553,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0140.mp3,ind,tetapi bagi si pentjoeri
1554,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0141.mp3,ind,iapoen dapat lebih tjepat djoega melarikan dirinja
1555,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0142.mp3,ind,maka kata phileas fogg kepada stuart
1556,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0143.mp3,ind,silakanlah toean bermain
1557,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0144.mp3,ind,meskipoen begitoe stuartpoen selaloe beloem djoega pertjaja
1558,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0145.mp3,ind,baharoe sadja permainan itoe habis  maka ia melandjoetkan pertjakapannja  katanja
1559,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0147.mp3,ind,bahwa toean mendapat lakoe jang soenggoeh gandjil
1560,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0148.mp3,ind,akan menerangkan doenia ini mendjadi ketjil
1561,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0149.mp3,ind,karena beralasan bahwa sekarang orang dapat mengelilinginja dalam tiga boelan
1562,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0150.mp3,ind,dalam   delapan poeloeh hari   kata fogg
1563,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0151.mp3,ind,john sullivan berkata
1564,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0152.mp3,ind,itoelah sebenarnja hai toean toean semendjak djalan keréta api great indian peninsular antara rothal dan allahabad terboeka
1565,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0153.mp3,ind,menoeroet boenji soerat kabar morning chronicle mengelilingi doenia telah dilakoekan demikian
1566,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0154.mp3,ind,dari london ke suez melaloei mont cenis dan brindisi  perdjalanan keréta api dan kapal
1567,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0155.mp3,ind,tujuh hari dari suez ke bombay dengan kapal
1568,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0156.mp3,ind,tiga belas     bombay ke calcutta  dengan keréta api
1569,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0157.mp3,ind,tiga     calcutta ke hongkong  negeri tjina
1570,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0158.mp3,ind,dengan kapal tiga belas     hongkong ke jokohama  djepoen
1571,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0160.mp3,ind,dengan keréta api tujuh     new jork ke london
1572,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0161.mp3,ind,dengan kapal dan keréta api sembilan                                                                      djoemlah delapan puluh hari
1573,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0162.mp3,ind,kata andrew stuart
1574,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0163.mp3,ind,benar perhitoengan toean
1575,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0164.mp3,ind,delapan poeloeh hari tetapi toean loepa menambah lagi waktoe hawa koerang baik
1576,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0165.mp3,ind,waktoe angin menahan perdjalanan kapal
1577,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0166.mp3,ind,ketjelakaan dilaoet  keréta api djatoeh dari rail dan lain lain sebagainja
1578,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0168.mp3,ind,kedjadian jang sedemikian itoe berlakoe  karena ia sementara itoe memikirkan hal lain
1579,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0169.mp3,ind,maka phileas fogg mendjawab
1580,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0170.mp3,ind,delapan poeloeh hari itoe soedah dihitoeng djoega semoea kedjadian jang toean katakan itoe
1581,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0171.mp3,ind,sambil berkata itoe phileas fogg teroes main djoega
1582,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0172.mp3,ind,karena dirasanja pertjakapan itoe tiada akan terhal oléh permainan whist
1583,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0173.mp3,ind,kata andrew stuart  demikian lagi apabila orang hindoe atau bangsa indian meroesakkan djalan keréta api
1584,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0174.mp3,ind,atau menahan perdjalanan keréta api  atau merampas keréta dan memotong léhér penoempang penoempang
1585,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0175.mp3,ind,phileas fogg mendjawab  ja  toean  dalam delapan poeloeh hari  meski apa djoega mémang akan kedjadian didjalan
1586,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0176.mp3,ind,sambil berkata itoe phileas fogg meletakkan kartoenja serta menoendjoekkan doea troef dalam tangannja
1587,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_03_verne_128kb_0177.mp3,ind,andrew stuart soedah datang gilirannja akan mengatoer sekalian kartoe
